origin,destination,hour,trips,mean_trip_seconds
29,49,8,2.0,2670.0
29,49,10,1.0,2247.0
29,49,11,1.0,3145.0
29,49,12,2.0,2069.0
29,49,14,3.0,3051.0
29,49,15,2.0,3981.5
29,49,16,2.0,4120.5
29,49,17,6.0,3332.7
29,49,18,1.0,2667.0
29,49,19,2.0,2228.5
29,49,20,3.0,1996.7
29,49,21,3.0,1864.7
29,49,22,1.0,1583.0
29,49,23,1.0,1319.0
29,51,3,1.0,1209.0
29,51,4,1.0,1942.0
29,51,9,1.0,2465.0
29,51,11,1.0,2154.0
29,51,16,1.0,4958.0
29,51,19,2.0,1816.5
29,51,20,1.0,2197.0
29,51,23,1.0,2187.0
29,53,2,1.0,2532.0
29,53,5,1.0,1907.0
29,53,6,3.0,2061.3
29,53,7,3.0,2202.0
29,53,8,1.0,3523.0
29,53,10,1.0,1995.0
29,53,11,1.0,2574.0
29,53,12,1.0,1829.0
29,53,14,2.0,3045.0
29,53,15,1.0,5467.0
29,53,16,2.0,3453.5
29,53,17,4.0,3514.0
29,53,18,3.0,3139.7
29,53,19,1.0,2154.0
29,53,20,1.0,2926.0
29,53,21,2.0,2126.5
29,53,22,1.0,1954.0
29,53,23,1.0,1979.0
29,54,4,1.0,1945.0
29,54,10,1.0,2230.0
29,54,11,2.0,2142.0
29,54,13,1.0,2104.0
29,54,17,1.0,4279.0
29,54,19,1.0,2197.0
29,54,20,1.0,2683.0
29,54,21,1.0,1871.0
29,56,0,1.0,857.0
29,56,1,4.0,753.0
29,56,2,2.0,968.5
29,56,3,3.0,1104.7
29,56,4,10.0,1082.4
29,56,5,5.0,1067.8
29,56,6,3.0,1333.0
29,56,23,1.0,1116.0
29,57,0,1.0,644.0
29,57,4,5.0,578.6
29,57,5,1.0,905.0
29,57,6,1.0,1140.0
29,57,7,2.0,859.0
29,57,8,6.0,1039.8
29,57,9,6.0,1200.0
29,57,10,3.0,1290.0
29,57,11,1.0,918.0
29,57,12,2.0,1075.0
29,57,13,3.0,1092.7
29,57,14,4.0,1347.2
29,57,15,3.0,1504.7
29,57,16,3.0,1192.7
29,57,17,3.0,1288.0
29,57,18,1.0,1501.0
29,57,19,1.0,752.0
29,57,20,2.0,925.5
29,57,21,2.0,1086.5
29,57,23,1.0,834.0
29,58,1,2.0,639.5
29,58,2,8.0,618.8
29,59,1,1.0,637.0
29,59,6,1.0,1165.0
29,59,8,3.0,1258.0
29,59,9,4.0,950.2
29,59,10,4.0,948.8
29,59,12,4.0,838.8
29,59,14,8.0,1106.1
29,59,15,7.0,1070.0
29,59,16,7.0,1324.3
29,59,17,8.0,1236.1
29,59,18,4.0,1276.0
29,59,19,4.0,974.5
29,59,20,2.0,893.5
29,59,21,1.0,515.0
29,59,22,2.0,991.0
29,60,3,1.0,980.0
29,60,6,1.0,1061.0
29,60,7,1.0,1612.0
29,60,9,5.0,1096.8
29,60,10,5.0,1218.4
29,60,11,5.0,1360.0
29,60,12,11.0,1108.5
29,60,13,2.0,1187.5
29,60,14,2.0,1618.0
29,60,15,3.0,1241.3
29,60,16,10.0,1726.2
29,60,17,5.0,1171.2
29,60,18,2.0,1164.0
29,60,19,3.0,1012.0
29,60,20,4.0,942.0
29,60,21,1.0,1031.0
29,60,22,2.0,965.5
29,60,23,3.0,1156.3
29,61,0,8.0,990.6
29,61,1,1.0,946.0
29,61,2,1.0,1660.0
29,61,3,1.0,1008.0
29,61,4,7.0,808.9
29,61,5,3.0,1181.0
29,61,6,7.0,1012.4
29,61,8,1.0,1184.0
29,61,9,3.0,1316.3
29,61,10,3.0,1090.3
29,61,11,4.0,1216.2
29,61,12,6.0,1339.3
29,61,13,5.0,1713.2
29,61,14,8.0,1587.1
29,61,15,7.0,1763.4
29,61,16,14.0,1781.9
29,61,17,5.0,1564.8
29,61,18,3.0,1591.3
29,61,19,3.0,1436.3
29,61,20,6.0,1112.3
29,61,21,6.0,1280.0
29,61,22,4.0,1311.0
29,61,23,4.0,1239.2
29,62,0,1.0,899.0
29,63,3,1.0,1135.0
29,63,5,1.0,1012.0
29,63,6,1.0,1387.0
29,63,8,2.0,1867.5
29,63,9,3.0,1409.7
29,63,10,1.0,1375.0
29,63,11,5.0,1437.8
29,63,12,2.0,1252.0
29,63,14,3.0,1588.7
29,63,15,3.0,1574.0
29,63,16,4.0,1852.8
29,63,17,3.0,1738.0
29,63,18,7.0,1696.1
29,63,19,4.0,1425.8
29,63,20,3.0,1463.3
29,63,23,1.0,1186.0
29,64,4,1.0,1081.0
29,64,9,1.0,1406.0
29,64,10,1.0,1605.0
29,64,12,2.0,1656.0
29,64,13,1.0,1602.0
29,64,15,3.0,2236.0
29,64,16,3.0,2787.0
29,64,17,1.0,1651.0
29,64,20,5.0,1297.6
29,64,21,1.0,1317.0
29,64,22,1.0,1221.0
29,65,0,1.0,1531.0
29,65,1,1.0,1316.0
29,65,3,1.0,996.0
29,65,6,1.0,1567.0
29,66,0,5.0,1411.4
29,66,1,5.0,1176.0
29,66,2,1.0,1174.0
29,66,3,1.0,1363.0
29,66,6,1.0,1343.0
29,66,8,4.0,1624.0
29,66,9,3.0,1575.3
29,66,10,11.0,1621.5
29,66,11,5.0,1347.2
29,66,12,4.0,1611.8
29,66,13,6.0,1613.7
29,66,14,11.0,2038.9
29,66,15,3.0,2602.7
29,66,16,8.0,2621.4
29,66,17,6.0,2067.5
29,66,18,12.0,1825.2
29,66,19,6.0,1623.7
29,66,20,4.0,1628.8
29,66,21,7.0,1452.0
29,66,22,4.0,1199.0
29,66,23,4.0,1208.5
29,67,1,2.0,1848.0
29,67,2,1.0,1633.0
29,67,3,1.0,1209.0
29,67,7,2.0,1820.5
29,67,8,2.0,1452.0
29,67,9,2.0,1933.5
29,67,10,1.0,1440.0
29,67,11,2.0,1778.5
29,67,12,6.0,1687.3
29,67,13,2.0,1393.0
29,67,14,3.0,1598.0
29,67,15,2.0,1752.5
29,67,16,6.0,2096.2
29,67,17,10.0,2121.9
29,67,18,2.0,1684.5
29,67,19,1.0,1922.0
29,67,20,7.0,1754.7
29,67,21,2.0,1228.5
29,67,22,5.0,1655.8
29,67,23,2.0,1571.0
29,68,0,4.0,1418.5
29,68,1,1.0,1791.0
29,68,2,3.0,1605.7
29,68,5,1.0,1054.0
29,68,8,5.0,1901.4
29,68,9,2.0,1735.0
29,68,10,2.0,1646.0
29,68,11,4.0,2050.2
29,68,13,5.0,2093.8
29,68,14,2.0,1936.0
29,68,15,3.0,2519.7
29,68,16,5.0,2652.4
29,68,17,2.0,1936.0
29,68,18,6.0,1870.3
29,68,19,6.0,2096.7
29,68,20,6.0,1580.7
29,68,21,7.0,1805.0
29,68,22,3.0,1447.7
29,68,23,1.0,1209.0
29,69,0,2.0,1404.0
29,69,1,2.0,1421.0
29,69,2,1.0,1837.0
29,69,6,1.0,1775.0
29,69,7,2.0,1773.5
29,69,8,5.0,2354.0
29,69,9,2.0,1675.5
29,69,10,3.0,1942.0
29,69,11,5.0,1859.8
29,69,12,3.0,1643.7
29,69,13,3.0,1556.7
29,69,14,1.0,2307.0
29,69,15,6.0,2251.8
29,69,16,3.0,2704.3
29,69,17,2.0,1882.5
29,69,18,4.0,2373.0
29,69,19,3.0,2255.3
29,69,22,3.0,1728.0
29,69,23,5.0,1501.4
29,70,0,1.0,1632.0
29,70,5,3.0,1483.3
29,71,0,1.0,1348.0
29,71,2,1.0,1373.0
29,71,8,1.0,1742.0
29,71,9,1.0,1981.0
29,71,10,3.0,2441.7
29,71,11,4.0,1776.5
29,71,12,2.0,2367.5
29,71,13,3.0,1638.7
29,71,14,8.0,2604.0
29,71,15,2.0,2448.0
29,71,16,2.0,3214.5
29,71,17,6.0,2220.8
29,71,18,5.0,2093.6
29,71,19,3.0,1872.0
29,71,21,3.0,1842.0
29,71,22,2.0,1652.5
29,71,23,8.0,1764.6
29,72,5,1.0,1452.0
29,72,11,1.0,1992.0
29,72,16,1.0,3006.0
29,72,23,1.0,1499.0
29,73,1,1.0,1452.0
29,73,2,1.0,2690.0
29,73,6,1.0,1720.0
29,73,7,4.0,2115.5
29,73,8,1.0,2293.0
29,73,9,1.0,1707.0
29,73,10,2.0,1967.0
29,73,12,1.0,1909.0
29,73,13,1.0,1999.0
29,73,14,2.0,3213.5
29,73,15,2.0,3170.0
29,73,16,5.0,3245.6
29,73,17,1.0,3300.0
29,73,18,1.0,2384.0
29,73,19,1.0,2196.0
29,73,20,1.0,2215.0
29,73,21,4.0,1804.5
29,74,10,1.0,2030.0
29,74,11,1.0,3466.0
29,74,15,1.0,3028.0
29,74,18,1.0,2732.0
29,74,20,1.0,2694.0
29,75,3,1.0,1344.0
29,75,7,1.0,1810.0
29,75,9,1.0,2014.0
29,75,10,1.0,1648.0
29,75,13,1.0,5745.0
29,75,14,1.0,3657.0
29,75,16,1.0,3915.0
29,75,17,2.0,4014.0
29,75,18,1.0,2372.0
29,75,21,1.0,2065.0
29,75,22,3.0,1912.3
29,76,1,1.0,2145.0
29,76,2,8.0,1859.9
29,76,3,14.0,1945.5
29,76,4,15.0,2131.5
29,76,5,22.0,2286.3
29,76,6,12.0,3229.8
29,76,7,6.0,3441.2
29,76,8,3.0,3417.0
29,76,9,6.0,2790.2
29,76,10,9.0,2645.7
29,76,11,10.0,2508.6
29,76,12,12.0,2879.3
29,76,13,15.0,3167.9
29,76,14,9.0,3695.8
29,76,15,5.0,4047.4
29,76,16,3.0,3908.3
29,76,17,1.0,3892.0
29,76,18,4.0,2841.2
29,76,19,3.0,2872.7
29,76,21,1.0,3186.0
29,76,22,3.0,2141.3
29,76,23,3.0,2271.7
29,77,1,1.0,2262.0
29,77,2,1.0,1309.0
29,77,6,1.0,2239.0
29,77,7,3.0,2832.7
29,77,8,4.0,2824.5
29,77,9,1.0,2814.0
29,77,11,1.0,1968.0
29,77,12,1.0,2219.0
29,77,13,5.0,2410.6
29,77,14,3.0,1978.7
29,77,15,2.0,2862.0
29,77,16,3.0,2942.3
29,77,17,2.0,3324.5
29,77,18,8.0,2351.2
29,77,19,3.0,2117.7
29,77,20,3.0,1917.3
29,77,21,2.0,2057.0
29,77,22,2.0,1858.0
29,77,23,2.0,2217.5
30,1,1,1.0,2065.0
30,1,4,1.0,1967.0
30,2,1,1.0,2790.0
30,2,3,1.0,1846.0
30,2,4,2.0,1868.5
30,2,6,1.0,4457.0
30,2,9,1.0,2558.0
30,2,11,2.0,2671.0
30,2,13,2.0,2972.5
30,2,15,1.0,4140.0
30,2,17,1.0,4307.0
30,2,18,1.0,2771.0
30,2,19,1.0,2134.0
30,2,20,2.0,2012.0
30,2,22,2.0,1838.5
30,2,23,1.0,2735.0
30,3,1,1.0,1975.0
30,3,3,3.0,2162.0
30,3,4,1.0,2083.0
30,4,3,1.0,1589.0
30,4,6,3.0,2400.3
30,4,11,2.0,2877.0
30,4,14,1.0,1996.0
30,5,5,2.0,1748.0
30,5,6,7.0,1872.6
30,5,7,7.0,2706.1
30,5,9,2.0,2010.5
30,5,11,4.0,1956.0
30,5,12,2.0,2768.5
30,5,13,2.0,1498.0
30,5,14,1.0,2037.0
30,5,17,1.0,3194.0
30,5,18,2.0,1897.5
30,5,19,4.0,2099.0
30,5,20,2.0,1901.0
30,5,21,3.0,1965.7
30,5,23,2.0,1924.0
30,6,0,5.0,1541.0
30,6,4,2.0,1658.0
30,6,5,2.0,1419.5
30,6,6,16.0,1917.6
30,6,7,30.0,2389.5
30,6,8,13.0,2485.4
30,6,9,11.0,2367.2
30,6,10,7.0,2251.6
30,6,11,2.0,1794.5
30,6,12,4.0,1974.2
30,6,13,4.0,1823.5
30,6,14,4.0,1849.5
30,6,15,12.0,2377.5
30,6,16,2.0,1742.0
30,6,17,3.0,2183.3
30,6,18,5.0,2748.2
30,6,19,6.0,2078.3
30,6,20,7.0,1999.7
30,6,21,12.0,1860.6
30,6,22,14.0,1637.6
30,6,23,3.0,1700.7
30,7,0,1.0,1602.0
30,7,1,1.0,1396.0
30,7,2,1.0,1162.0
30,7,5,9.0,1721.1
30,7,6,5.0,1477.4
30,8,0,6.0,1212.2
30,8,1,2.0,910.5
30,8,2,2.0,1160.5
30,8,3,6.0,1101.5
30,8,4,23.0,1231.7
30,8,5,54.0,1495.4
30,8,6,6.0,1439.3
30,10,7,1.0,4391.0
30,10,8,1.0,2606.0
30,10,9,1.0,2960.0
30,10,12,1.0,2643.0
30,10,15,1.0,3925.0
30,10,22,1.0,1913.0
30,11,17,1.0,3731.0
30,11,18,1.0,2693.0
30,11,20,1.0,1637.0
30,11,21,1.0,1941.0
30,13,6,3.0,2905.7
30,13,7,1.0,2998.0
30,13,8,1.0,2536.0
30,13,9,1.0,2597.0
30,13,10,3.0,2422.0
30,13,12,1.0,3223.0
30,14,2,2.0,1460.5
30,14,6,1.0,2006.0
30,14,8,1.0,2902.0
30,14,9,1.0,2134.0
30,14,11,3.0,1997.7
30,14,14,1.0,3029.0
30,14,16,2.0,3073.0
30,14,17,1.0,2863.0
30,14,18,1.0,2382.0
30,14,19,1.0,1975.0
30,14,20,3.0,1669.0
30,14,21,3.0,1703.7
30,14,22,5.0,1790.4
30,14,23,5.0,1890.4
30,15,5,2.0,1577.0
30,15,6,2.0,2225.0
30,15,7,2.0,2128.0
30,15,8,2.0,2624.5
30,15,9,2.0,1829.5
30,15,10,1.0,1606.0
30,15,11,2.0,2377.0
30,15,12,2.0,2432.5
30,15,13,2.0,2162.0
30,15,15,4.0,3406.8
30,15,16,2.0,3081.0
30,15,17,5.0,2724.4
30,15,18,12.0,2501.3
30,15,19,1.0,2181.0
30,15,20,3.0,1971.7
30,15,21,3.0,2100.3
30,15,22,2.0,2428.0
30,15,23,2.0,1415.5
30,16,1,5.0,1886.6
30,16,4,1.0,1336.0
30,18,4,2.0,1635.5
30,18,5,5.0,1689.0
30,19,0,2.0,2227.0
30,19,1,1.0,1603.0
30,19,2,2.0,1389.0
30,19,3,2.0,1879.0
30,19,4,2.0,1463.0
30,19,5,3.0,1549.0
30,19,6,4.0,2117.0
30,19,7,3.0,2520.0
30,19,8,5.0,1869.6
30,19,9,3.0,2188.7
30,19,10,5.0,1997.0
30,19,11,6.0,1807.2
30,19,12,3.0,1842.0
30,19,13,4.0,1827.2
30,19,14,12.0,1943.3
30,19,15,7.0,2464.3
30,19,16,8.0,2755.4
30,19,17,12.0,2054.2
30,19,18,7.0,1966.3
30,19,19,5.0,2309.8
30,19,20,10.0,1723.0
30,19,21,7.0,1955.4
30,19,22,6.0,1595.0
30,20,1,4.0,1083.0
30,20,2,10.0,1107.2
30,20,4,1.0,1876.0
30,20,5,1.0,2150.0
30,20,6,6.0,1533.8
30,20,7,5.0,1655.2
30,20,8,1.0,3033.0
30,20,9,5.0,1328.6
30,20,10,3.0,1434.7
30,20,11,7.0,1554.6
30,20,12,2.0,1507.5
30,20,13,2.0,1507.5
30,20,14,2.0,2055.0
30,20,15,1.0,1643.0
30,20,16,2.0,2582.0
30,20,17,5.0,1976.4
30,20,18,4.0,1773.8
30,20,19,2.0,1696.5
30,20,20,3.0,1449.0
30,20,22,3.0,1665.3
30,20,23,3.0,1189.7
30,21,0,3.0,1255.0
30,21,1,4.0,1487.2
30,21,3,1.0,1644.0
30,21,4,1.0,1213.0
30,21,5,1.0,1259.0
30,21,6,4.0,1633.8
30,21,7,7.0,2092.7
30,21,8,7.0,2180.4
30,21,9,14.0,1695.7
30,21,10,11.0,1948.8
30,21,11,2.0,2320.5
30,21,12,2.0,1574.5
30,21,13,1.0,2091.0
30,21,14,2.0,1746.0
30,21,15,7.0,1927.0
30,21,16,2.0,2298.0
30,21,17,4.0,2178.2
30,21,18,2.0,2019.0
30,21,19,3.0,2141.0
30,21,20,5.0,1949.0
30,21,21,2.0,1285.5
30,21,22,2.0,1687.0
30,21,23,1.0,1398.0
30,22,1,3.0,1256.3
30,22,2,2.0,1122.5
30,22,3,6.0,1168.7
30,22,4,6.0,1164.7
30,23,0,5.0,931.0
30,23,1,1.0,799.0
30,23,2,2.0,761.5
30,23,3,1.0,780.0
30,23,5,1.0,719.0
30,23,6,3.0,1436.7
30,23,7,11.0,1371.3
30,23,8,17.0,1285.5
30,23,9,2.0,1070.0
30,23,10,7.0,1118.6
30,23,11,8.0,1104.9
30,23,12,11.0,1048.7
30,23,13,6.0,1177.3
30,23,14,15.0,1287.4
30,23,15,14.0,1395.1
30,23,16,9.0,1467.8
30,23,17,8.0,1439.6
30,23,18,9.0,1349.1
30,23,19,6.0,1093.3
30,23,20,7.0,1171.4
30,23,21,8.0,1057.4
30,23,22,6.0,1030.2
30,23,23,6.0,1187.2
30,24,0,5.0,1034.2
30,24,1,3.0,1000.7
30,24,2,9.0,1117.4
30,24,3,2.0,978.0
30,24,4,6.0,1207.7
30,24,5,7.0,1057.6
30,24,6,11.0,1139.8
30,24,7,49.0,1502.3
30,24,8,37.0,1456.1
30,24,9,25.0,1341.2
30,24,10,25.0,1209.0
30,24,11,23.0,1153.5
30,24,12,28.0,1369.8
30,24,13,22.0,1408.5
30,24,14,11.0,1250.7
30,24,15,32.0,1558.4
30,24,16,19.0,1389.9
30,24,17,17.0,1539.6
30,24,18,19.0,1317.3
30,24,19,13.0,1269.5
30,24,20,16.0,1153.1
30,24,21,13.0,1148.2
30,24,22,7.0,1074.4
30,24,23,18.0,1085.4
30,25,0,4.0,963.8
30,25,1,1.0,1008.0
30,25,2,8.0,888.1
30,25,3,3.0,849.0
30,25,4,1.0,908.0
30,25,5,2.0,912.5
30,25,6,4.0,1413.8
30,25,7,18.0,1133.8
30,25,8,14.0,1459.6
30,25,9,15.0,1165.7
30,25,10,18.0,1279.6
30,25,11,15.0,1295.7
30,25,12,9.0,1229.0
30,25,13,13.0,1492.2
30,25,14,18.0,1821.3
30,25,15,8.0,1410.0
30,25,16,11.0,1833.1
30,25,17,10.0,1964.5
30,25,18,15.0,1552.0
30,25,19,25.0,1426.1
30,25,20,5.0,1202.8
30,25,21,9.0,1420.7
30,25,22,8.0,1332.4
30,25,23,9.0,1041.2
30,26,1,1.0,842.0
30,26,2,2.0,627.5
30,26,3,1.0,548.0
30,26,5,1.0,424.0
30,27,0,2.0,465.5
30,27,1,3.0,703.7
30,27,2,1.0,582.0
30,27,3,1.0,717.0
30,27,4,3.0,521.0
30,27,5,6.0,638.3
30,27,6,6.0,743.2
30,27,7,8.0,776.8
30,27,8,9.0,620.2
30,27,9,5.0,627.4
30,27,10,13.0,730.4
30,27,11,10.0,843.9
30,27,12,8.0,813.2
30,27,13,10.0,861.6
30,27,14,9.0,808.0
30,27,15,13.0,694.8
30,27,16,15.0,800.8
30,27,17,7.0,761.6
30,27,18,11.0,757.2
30,27,19,12.0,744.2
30,27,20,8.0,565.2
30,27,21,18.0,758.6
30,27,22,4.0,491.8
30,27,23,4.0,691.8
30,28,0,7.0,623.1
30,28,1,14.0,873.8
30,28,2,3.0,838.0
30,28,3,7.0,650.9
30,28,4,14.0,735.9
30,28,5,70.0,1089.4
30,28,6,95.0,1192.3
30,28,7,225.0,1345.0
30,28,8,190.0,1331.1
30,28,9,157.0,1164.0
30,28,10,138.0,1050.6
30,28,11,84.0,1020.2
30,28,12,89.0,1052.3
30,28,13,76.0,1044.4
30,28,14,89.0,1063.8
30,28,15,88.0,1185.5
30,28,16,84.0,1230.5
30,28,17,56.0,1105.5
30,28,18,54.0,1007.2
30,28,19,31.0,994.8
30,28,20,35.0,845.6
30,28,21,26.0,831.3
30,28,22,21.0,826.0
30,28,23,14.0,825.4
30,29,0,9.0,433.8
30,29,1,4.0,346.5
30,29,2,3.0,245.3
30,29,3,1.0,177.0
30,29,4,4.0,431.0
30,29,5,20.0,339.8
30,29,6,52.0,385.9
30,29,7,66.0,511.2
30,29,8,96.0,387.7
30,29,9,80.0,433.1
30,29,10,52.0,442.1
30,29,11,56.0,562.7
30,29,12,54.0,436.8
30,29,13,38.0,471.3
30,29,14,53.0,530.1
30,29,15,47.0,495.4
30,29,16,41.0,522.9
30,29,17,40.0,562.2
30,29,18,51.0,488.2
30,29,19,61.0,467.0
30,29,20,26.0,492.0
30,29,21,31.0,419.5
30,29,22,30.0,472.6
30,29,23,12.0,412.3
30,30,0,49.0,304.6
30,30,1,33.0,431.9
30,30,2,27.0,304.2
30,30,3,33.0,298.8
30,30,4,33.0,328.2
30,30,5,35.0,288.2
30,30,6,26.0,346.1
30,30,7,107.0,523.5
30,30,8,122.0,416.9
30,30,9,133.0,432.2
30,30,10,101.0,345.3
30,30,11,99.0,480.3
30,30,12,117.0,418.1
30,30,13,107.0,376.8
30,30,14,137.0,506.4
30,30,15,132.0,490.7
30,30,16,120.0,479.0
30,30,17,118.0,453.6
30,30,18,136.0,373.5
30,30,19,104.0,448.6
30,30,20,130.0,377.1
30,30,21,102.0,331.1
30,30,22,107.0,333.7
30,30,23,69.0,335.5
30,31,0,20.0,708.9
30,31,1,11.0,632.5
30,31,2,13.0,551.5
30,31,3,23.0,677.9
30,31,4,18.0,615.7
30,31,5,27.0,595.2
30,31,6,21.0,573.8
30,31,7,64.0,819.4
30,31,8,71.0,744.5
30,31,9,53.0,600.4
30,31,10,40.0,630.6
30,31,11,51.0,652.5
30,31,12,39.0,651.2
30,31,13,35.0,716.3
30,31,14,60.0,724.1
30,31,15,63.0,760.3
30,31,16,57.0,670.2
30,31,17,54.0,689.7
30,31,18,47.0,719.5
30,31,19,58.0,647.6
30,31,20,59.0,592.6
30,31,21,39.0,560.9
30,31,22,30.0,605.2
30,31,23,36.0,621.1
30,32,0,1.0,827.0
30,32,2,3.0,852.3
30,32,3,6.0,1175.7
30,32,4,35.0,1095.6
30,32,5,48.0,1180.4
30,32,6,108.0,1354.8
30,32,7,130.0,1871.9
30,32,8,165.0,1963.8
30,32,9,124.0,1654.4
30,32,10,109.0,1489.0
30,32,11,68.0,1421.4
30,32,12,87.0,1480.5
30,32,13,77.0,1445.0
30,32,14,57.0,1439.8
30,32,15,62.0,1583.6
30,32,16,55.0,1640.8
30,32,17,40.0,1657.8
30,32,18,28.0,1520.0
30,32,19,15.0,1311.9
30,32,20,26.0,1287.3
30,32,21,14.0,1219.4
30,32,22,15.0,1154.3
30,32,23,3.0,955.3
30,33,2,7.0,852.1
30,33,3,1.0,837.0
30,33,4,2.0,808.0
30,33,5,3.0,979.7
30,33,6,17.0,1161.1
30,33,7,25.0,1278.2
30,33,8,19.0,1810.7
30,33,9,12.0,1478.8
30,33,10,9.0,989.7
30,33,11,9.0,991.2
30,33,12,15.0,971.2
30,33,13,12.0,1036.8
30,33,14,11.0,959.8
30,33,15,17.0,1034.9
30,33,16,12.0,1101.3
30,33,17,10.0,1240.8
30,33,18,9.0,929.1
30,33,19,6.0,1002.5
30,33,20,2.0,1006.0
30,33,21,6.0,861.2
30,33,22,4.0,1044.0
30,34,4,1.0,678.0
30,34,6,5.0,852.8
30,34,7,5.0,1331.8
30,34,8,3.0,1033.0
30,34,9,3.0,928.3
30,34,10,4.0,727.5
30,34,11,4.0,1059.8
30,34,12,2.0,789.0
30,34,13,2.0,1022.5
30,34,14,11.0,1002.4
30,34,15,6.0,1021.0
30,34,16,5.0,1171.8
30,34,17,8.0,1095.8
30,34,18,5.0,1045.8
30,34,19,4.0,1047.2
30,34,20,4.0,981.8
30,34,21,2.0,708.0
30,34,22,1.0,911.0
30,34,23,2.0,1088.0
30,35,2,1.0,930.0
30,35,3,1.0,924.0
30,36,7,1.0,1026.0
30,36,10,1.0,873.0
30,36,12,1.0,924.0
30,36,14,1.0,1420.0
30,36,16,2.0,1567.5
30,36,17,4.0,1410.0
30,36,19,2.0,1877.5
30,36,20,1.0,1074.0
30,36,22,2.0,867.0
30,37,0,1.0,769.0
30,37,6,1.0,947.0
30,37,7,4.0,1241.5
30,37,8,3.0,1441.7
30,37,10,2.0,1038.5
30,37,11,1.0,1036.0
30,37,12,1.0,1108.0
30,37,21,2.0,651.0
30,38,1,1.0,1283.0
30,39,0,5.0,1661.0
30,40,2,1.0,1093.0
30,41,4,8.0,1315.9
30,41,5,1.0,1013.0
30,41,6,2.0,1316.5
30,41,7,11.0,1596.1
30,41,8,7.0,1481.6
30,41,9,2.0,1397.0
30,41,10,4.0,1157.2
30,41,11,10.0,1409.1
30,41,12,7.0,1523.7
30,41,13,5.0,1533.4
30,41,14,2.0,1097.0
30,41,15,6.0,1701.7
30,41,16,10.0,1643.6
30,41,17,7.0,1485.4
30,41,18,8.0,1181.8
30,41,19,3.0,1321.7
30,41,20,3.0,1616.0
30,41,21,3.0,1119.7
30,41,22,3.0,1436.0
30,41,23,2.0,1077.0
30,43,0,1.0,1215.0
30,43,4,2.0,1231.5
30,43,5,1.0,1972.0
30,43,6,1.0,1321.0
30,43,9,5.0,1733.4
30,43,10,2.0,1810.0
30,43,11,3.0,1575.0
30,43,12,2.0,1982.5
30,43,13,2.0,1561.0
30,43,14,2.0,1683.0
30,43,18,1.0,1356.0
30,43,19,1.0,2393.0
30,43,20,3.0,2065.3
30,43,21,1.0,2342.0
30,43,22,2.0,1380.0
30,44,0,2.0,1268.5
30,44,4,1.0,1531.0
30,44,5,1.0,1352.0
30,46,1,1.0,1852.0
30,46,3,1.0,1845.0
30,46,4,4.0,1294.5
30,46,5,1.0,1598.0
30,46,6,1.0,2814.0
30,46,9,1.0,1699.0
30,46,10,1.0,1764.0
30,46,12,2.0,2169.0
30,46,23,1.0,2736.0
30,47,1,2.0,2677.0
30,48,3,1.0,1088.0
30,48,10,1.0,1485.0
30,48,15,1.0,3734.0
30,49,0,1.0,2065.0
30,49,3,2.0,1536.5
30,49,4,1.0,1428.0
30,50,5,1.0,2697.0
30,50,6,2.0,1466.5
30,51,9,1.0,1934.0
30,51,17,4.0,2211.5
30,51,22,1.0,2044.0
30,54,7,1.0,1336.0
30,54,22,1.0,2172.0
30,56,0,5.0,757.4
30,56,1,1.0,808.0
30,56,2,3.0,766.7
30,56,3,4.0,723.5
30,56,4,10.0,989.6
30,56,5,15.0,820.3
30,57,0,7.0,591.4
30,57,1,2.0,667.5
30,57,2,2.0,677.5
30,57,3,9.0,781.1
30,57,4,5.0,570.6
30,57,5,22.0,604.4
30,57,6,9.0,612.3
30,57,7,49.0,834.2
30,57,8,50.0,737.8
30,57,9,10.0,714.0
30,57,10,19.0,825.3
30,57,11,13.0,872.8
30,57,12,14.0,945.4
30,57,13,18.0,761.9
30,57,14,25.0,959.0
30,57,15,13.0,1100.8
30,57,16,21.0,963.2
30,57,17,19.0,1018.2
30,57,18,27.0,867.9
30,57,19,16.0,832.6
30,57,20,15.0,737.1
30,57,21,13.0,603.9
30,57,22,7.0,634.6
30,57,23,8.0,775.1
30,58,0,10.0,637.4
30,58,1,13.0,551.2
30,58,2,4.0,532.2
30,58,3,7.0,600.1
30,58,4,8.0,502.4
30,58,5,7.0,489.9
30,58,6,34.0,675.6
30,58,7,37.0,712.2
30,58,8,22.0,765.9
30,58,9,30.0,751.5
30,58,10,18.0,681.3
30,58,11,25.0,650.6
30,58,12,28.0,712.3
30,58,13,21.0,698.0
30,58,14,24.0,725.8
30,58,15,48.0,939.5
30,58,16,37.0,974.0
30,58,17,38.0,932.3
30,58,18,36.0,799.9
30,58,19,28.0,671.6
30,58,20,40.0,644.1
30,58,21,25.0,633.8
30,58,22,24.0,670.3
30,58,23,24.0,568.0
30,59,0,5.0,605.4
30,59,1,2.0,517.0
30,59,2,1.0,500.0
30,59,3,2.0,433.5
30,59,4,7.0,478.4
30,59,5,11.0,537.6
30,59,6,9.0,563.8
30,59,7,34.0,632.4
30,59,8,21.0,664.4
30,59,9,12.0,718.8
30,59,10,9.0,647.7
30,59,11,5.0,689.6
30,59,12,16.0,657.0
30,59,13,12.0,623.9
30,59,14,9.0,860.4
30,59,15,13.0,821.1
30,59,16,19.0,760.9
30,59,17,10.0,931.6
